name,description,price,category,image_url,stock_quantity,is_available
Smartphone Galaxy A35 8GB 256GB Lilac,No aplica para retiro en tienda. Sólo delivery.Pantalla SUPER AMOLED 1080 x 2340 (FHD+)Cámara posterior de 50.0 MP + 8.0 MP + 5.0 MP y frontal de 13 MPBatería de 5000 mAh,1499.0,Tecnología,https://www.metro.pe/smartphone-galaxy-a35-8gb-256gb-lilac-1013582/p,11,True
"Televisor TLC 55"" Miniled Smart Google Tv 55C755",No aplica para retiro en tienda. Sólo delivery.Conectividad: Wigi+BluetoothAsistente virtual: Google AssistantSonido: Dolby Atmos,2049.0,Tecnología,https://www.metro.pe/televisor-tlc-55-miniled-smart-google-tv-55c755-1016301/p,5,True
Smartphone Xiaomi Redmi Note 13 Ice Blue 8Gb Ram 256Gb Rom,No aplica para retiro en tienda. Sólo delivery.Snapdragon 6858+256 GB108MP + W8 + M2,699.0,Tecnología,https://www.metro.pe/smartphone-xiaomi-redmi-note-13-ice-blue-8gb-ram-256gb-rom-1010089/p,30,True
"Televisor LG Uhd Tv 75"" 4K Thinq Ai 75Ut8050",4K Procesador Inteligente a5 generación 7webOS 24 Smart TVPantalla 4K UHD,2799.0,Tecnología,https://www.metro.pe/televisor-lg-uhd-tv-75-4k-thinq-ai-75ut8050-1016705/p,25,True
Smartphone Xiaomi 14T 512GB +12GB,No aplica para retiro en tienda. Sólo delivery.Procesador: Media Tek Dimensity 8300 UltraMemoria Interna: 512GB + Memoria RAM: 12GBCámara Principal: 50MP,2299.0,Tecnología,https://www.metro.pe/smartphone-xiaomi-14t-512gb-12gb-1025539/p,2,True
Smartphone Motorola Moto G34 5G Negro Meteorito,No aplica para retiro en tienda. Sólo delivery.Fotos más nítidas y con más brilloLos objetivos ultra gran angular y macroCámara delantera de 16 MP.,699.0,Tecnología,https://www.metro.pe/smartphone-motorola-moto-g34-5g-negro-meteorito-1012278/p,17,True
Laptop Lenovo AMD Ryzen 5 16Gb 512Gb SSD Ideapad 1 Serie 7520U 15.6'',"No aplica para retiro en tienda. Sólo delivery.15.6"" HD16GB LPDDR5512GB SSD",1999.0,Tecnología,https://www.metro.pe/laptop-lenovo-amd-ryzen-5-16gb-512gb-ssd-ideapad-1-serie-7520u-15-6-1004701/p,10,True
"Televisor TCL 43"" FHD Smart Android Tv 43S5400A",No aplica para retiro en tienda. Sólo delivery.Android tvDolby audioConectividad: Wifi+Bluetooth,799.0,Tecnología,https://www.metro.pe/televisor-tcl-43-fdh-smart-android-tv-43s5400a-1016305/p,47,True
Torre de sonido LG XBOOM RNC7 Multi-Bluetooth Karaoke Star,No aplica para retiro en tienda. Sólo delivery.Bass Blast+Iluminación de altavoces multicolorFunción de DJRNC7.DPERLLK,999.0,Tecnología,https://www.metro.pe/torre-de-sonido-lg-xboom-rnc7-multi-bluetooth-karaoke-star-989594/p,34,True
Smartphone Galaxy A55 8GB 256GB Lilac,No aplica para retiro en tienda. Sólo delivery.Pantalla SUPER AMOLED 1080 x 2340 (FHD+)Cámara posterior de 50.0 MP + 12.0 MP + 5.0 MP y frontal 32 MPBatería de 5000 mAh,1899.0,Tecnología,https://www.metro.pe/smartphone-galaxy-a55-8gb-256gb-lilac-1013584/p,27,True
Smartphone Motorola Moto G24 Gris Acero,"No aplica para retiro en tienda. Sólo delivery.Fino, ligero y está disponible en tres colores.Cámara avanzada de 50 MP.Potencia de un procesador de ocho núcleos.",499.0,Tecnología,https://www.metro.pe/smartphone-motorola-moto-g24-gris-acero-1012276/p,32,True
"Laptop 15.6"" Asus Vivobook E1504FA R5-7250U 512GB 8GB UMA Green","Pantalla: 15.6"" Full HD (1920 x 1080 px)Memoria SSD: 512GB | Memoria RAM: 8GB Procesador: AMD Ryzen @5 R5-7250UGráficos: AMD Radeon Graphics",1699.0,Tecnología,https://www.metro.pe/laptop-15-6-asus-vivobook-e1504fa-r5-7250u-512gb-8gb-uma-green-2/p,3,True
PlayStation Mando Inalámbrico DualSense White,No aplica para retiro en tienda. Sólo delivery.- Control inalámbrico DualSense para PS5 - Sensor de movimiento intuitivo con acelerómetro y giroscopio integrados- Gatillos adaptativos dinámicos- Efectos de sonido de alta fidelidad- Micrófono integrado- Nueva barra luminosa- Vibraciones dinámicas: Desde los entornos hasta el retroceso de diferentes armas- Desactiva la recepción de voz con el botón Silenciador dedicado- Produce más contenido de juego con el botón Crear- Conector de auriculares 3.5 mm- Batería recargable a través de USB Tipo-C,279.9,Tecnología,https://www.metro.pe/playstation-mando-inalambrico-dualsense-white-895925/p,8,True
Smart TV 55'' Samsung Crystal UHD DU8000 4K Tizen OS (2024),No aplica para retiro en tienda. Sólo delivery.Dynamic CrystalVista Múltiple x2SmartThings,1999.0,Tecnología,https://www.metro.pe/smart-tv-55-samsung-crystal-uhd-du8000-4k-tizen-os-2024-1015442/p,39,True
Celular Samsung Galaxy A06 POWER PACK 128GB + Cargador 15W,No aplica para retiro en tienda. Sólo delivery.Pantalla PLS LCD 720 x 1600 (HD+) Procesador MediaTek | MT6769V/CZCámara posterior 50MP + 2MP,499.0,Tecnología,https://www.metro.pe/celular-samsung-galaxy-a06-power-pack-128gb-cargador-15w-1022378/p,32,True
"Televisor Hisense Qled Uhd 4K 65"" Google",No aplica para retiro en tienda. Sólo delivery.Resolución UHD 4KSmart TVControl de Voz,1699.0,Tecnología,https://www.metro.pe/televisor-hisense-qled-uhd-4k-65-google-1014119/p,16,True
Smartphone Honor X6B 4Gb+128Gb Starry Purple,No aplica para retiro en tienda. Sólo delivery.Equipo 4GCámara principal de 50MPCámara frontal de 5MP,449.0,Tecnología,https://www.metro.pe/smartphone-honor-x6b-4gb-128gb-starry-purple-1027025/p,35,True
Smartphone Motorola E14GBris,No aplica para retiro en tienda. Sólo delivery.Diseñado para entretenerConectividad: Wifi+BluetoothProcesador: Octa Core,319.0,Tecnología,https://www.metro.pe/smartphone-motorola-e14-gbis-1018491/p,23,True
Smart TV 65 Samsung Crystal UHD DU7000 4K Tizen OS (2024),No aplica para retiro en tienda. Sólo delivery.Escalador de imagen 4KPurColorSmartThings,1999.0,Tecnología,https://www.metro.pe/smart-tv-65-samsung-crystal-uhd-du7000-4k-tizen-os-2024-1018461/p,9,True
Smartphone Galaxy A55 8GB 256GB Black,No aplica para retiro en tienda. Sólo delivery.Pantalla SUPER AMOLED 1080 x 2340 (FHD+)Cámara posterior de 50.0 MP + 12.0 MP + 5.0 MP y frontal 32 MPBatería de 5000 mAh,1899.0,Tecnología,https://www.metro.pe/smartphone-galaxy-a55-8gb-256gb-black-1013585/p,1,True
"Televisor Smart TV Hisense Qled Uhd 4K 100"" Google",No aplica para retiro en tienda. Sólo delivery.Resolución UHD 4K 120HzSmart TVControl de Voz,6599.0,Tecnología,https://www.metro.pe/televisor-smart-tv-hisense-qled-uhd-4k-100-google-1024492/p,13,True
"Televisor LG Oled Tv 55"" 4K Thinq Ai Oled55C4 (2024)",4K Procesador Inteligente a9 generación 7webOS 24 Smart TVPantalla 4k OLED,4599.0,Tecnología,https://www.metro.pe/televisor-lg-oled-tv-55-4k-thinq-ai-oled55c4-2024-1016711/p,22,True
Notebook HP Hp15-Fa0021Lai5 8Gb512Gbrtx350W11 Blue,No aplica para retiro en tienda. Sólo delivery.Procesador: Intel® Core 5 Generación Procesador: Doceava GeneraciónCapacidad Disco Duro: 512 GB,3199.0,Tecnología,https://www.metro.pe/notebook-hp-hp15-fa0021lai5-8gb512gbrtx350w11-blue-1025866/p,33,True
Nintento Switch 1 1 Neon Mario Kart 8 Sp Ed,Compite a través del mundo de Mario y sus amigosJuega en casa o en el camino utilizando una sola consolaQuema llantas a través de las pistas del Reino Champiñón,1399.0,Tecnología,https://www.metro.pe/nintento-switch-1-1-neon-mario-kart-8-sp-ed-1019346/p,38,True
Smart TV 50'' Samsung QLED 4K Q60D Tizen OS (2024),No aplica para retiro en tienda. Sólo delivery.Tecnología Dual LEDTecnología Quantum DotOTS Lite,1749.0,Tecnología,https://www.metro.pe/smart-tv-50-samsung-qled-4k-q60d-tizen-os-2024-1015444/p,24,True
Torre de Sonido Samsung Bluetooth 300W MX-T40/PE,No aplica para retiro en tienda. Sólo delivery.Sonido bidireccionalPotenciador de bajosLuces LED para fiesta,549.0,Tecnología,https://www.metro.pe/torre-de-sonido-samsung-bluetooth-300w-mx-t40-pe-1008209/p,19,True
Smartphone 14C 256GB|4GB  Redmi Midnight,No aplica para retiro en tienda. Sólo delivery.Gran pantalla inmersiva que brinda claridad y comodidadRendimiento fuido para las tareas diariasCámara versátil para explorar nuevos reinos de creatividad,499.0,Tecnología,https://www.metro.pe/smartphone-14c-256gb-4gb-redmi-midnight/p,1,True
Epson Impresora Multifuncional Inalámbrica L3250,Multifuncional: Impresora / Escáner / CopiadoraTecnología: Inyección de tinta Heat-FreeTM Micro Piezo de 4 coloresResolución de impresión: Hasta 5760 x 1440 pppVelocidad de impresión: Hasta 33 ipm en negro / Hasta 15 ipm en colorCapacidad de la bandeja: 100 hojas de papel comúnEscáner con sensor de imagen de contacto CISSuperficie de digitalización: 21.6 x 29.7 cmResolución de escaneo: Hasta 1200 x 2400 dpiProfundidad de escaneo: Grises de 16 bits / Color de 48 bitsVelocidad de copia: Hasta 7.7 cpm en negro / Hasta 3.8 cpm en colorResolución de copiado: Hasta 1200 x 2400 pppConectividad: WiFi DirectPuerto: USB 2.0,749.0,Tecnología,https://www.metro.pe/epson-impresora-multifuncional-inalambrica-l3250-2/p,21,True
PlayStation Mando Inalámbrico DualSense Midnight Black,No aplica para retiro en tienda. Sólo delivery.- Control inalámbrico DualSense para PS5- Sensor de movimiento intuitivo con acelerómetro y giroscopio integrados- Gatillos adaptativos dinámicos- Efectos de sonido de alta fidelidad- Micrófono integrado- Nueva barra luminosa- Vibraciones dinámicas: Desde los entornos hasta el retroceso de diferentes armas- Desactiva la recepción de voz con el botón Silenciador dedicado- Produce más contenido de juego con el botón Crear- Conector de auriculares 3.5 mm- Batería recargable a través de USB Tipo-C,399.0,Tecnología,https://www.metro.pe/playstation-mando-inalambrico-dualsense-midnight-black-942054/p,5,True
Smartwatch Xiaomi Watch 5 Active,Hasta 18 días de duración de la bateríaMonitor de frecuencia cardiaca de 24 horasMonitorización del oxígeno en sangre y el estrés durante todo el día,135.0,Tecnología,https://www.metro.pe/smartwatch-xiaomi-watch-5-active-1026975/p,34,True
Epson Impresora Multifuncional Inalámbrica L4260,"Multifuncional: Impresora / Escáner / CopiadoraPantalla a color de 1.44""Tecnología: Inyección de tinta Heat-FreeTM Micro Piezo de 4 coloresImpresión Dúplex automáticaResolución de impresión: Hasta 5760 x 1440 pppVelocidad de impresión: Hasta 33 ipm en negro / Hasta 15 ipm en colorCapacidad de la bandeja: 100 hojas de papel comúnEscáner con sensor de imagen de contacto CISSuperficie de digitalización: 21.6 x 29.7 cmResolución de escaneo: Hasta 1200 x 2400 dpiProfundidad de escaneo: Grises de 16 bits / Color de 48 bitsVelocidad de copia: Hasta 7.7 cpm en negro / Hasta 3.8 cpm en colorResolución de copiado: Hasta 300 x 600 pppConectividad: WiFi 2.4 GHz / WiFi DirectPuerto: USB 2.0",999.0,Tecnología,https://www.metro.pe/epson-impresora-multifuncional-inalambrica-l4260-2/p,29,True
Batería Krea 7 Piezas Antiadherente,"Material: 75% Aluminio, 15% Vidrio, 10% BaquelitaPeso: 3.5 kgRecubrimiento antiadherenteBase con distribución uniforme de calorTapa de vidrio templado y difusor de calorMango de baquelitaFácil limpiezaMedidas: Cacerola 16 cm/Sartén 24cm / Olla 20cm / Olla 24cmUnidades: 7",287.99,Hogar y Bazar,https://www.metro.pe/bateria-7pz-antiadherente-st/p,17,True
Set Vasos Krea Altos Lisos Básicos 255ml 6un,Capacidad: 255 mlMaterial: VidrioContenido: 6 unidades,15.99,Hogar y Bazar,https://www.metro.pe/set-vasos-krea-altos-lisos-basicos-255ml-6un-2/p,13,True
Sofá Cama M+Design Isidro 3.0 212x86.5x83cm Gris,1 CuerpoCómodoDimensiones: 212x86.5x83cm,649.9,Hogar y Bazar,https://www.metro.pe/sofa-cama-m-design-isidro-3-0-212x86-5x83cm-gris-1009103/p,10,True
Juego de Vajilla Krea 16 Piezas Promocional,Durable y fácil cuidadoContenido: 16 piezasMaterial: Porcelana,65.79,Hogar y Bazar,https://www.metro.pe/juego-de-vajilla-krea-16-piezas-promocional-1007097/p,2,True
Sillón M+Design Reclinable,No aplica para retiro en tienda. Sólo delivery.Material: Revestido Tejido|PlásticoMedidas (Alt x Anch x Prof): 100 x 73 x 88cmReclinable,349.9,Hogar y Bazar,https://www.metro.pe/sillon-m-design-reclinable-2/p,11,True
Caja Krea Organizador Rueda Transparente Tapa Color Surtido 26L,Con ruedaOrganizador de espaciosTapa con seguro,25.19,Hogar y Bazar,https://www.metro.pe/caja-krea-organizador-rueda-transparente-tapa-color-surtido-26l-1009825/p,20,True
Vitrina M+Design Benedikt Blanco,No aplica para retiro en tienda. Sólo delivery.Modelo: MDF|PB|VidrioMedidas (Alt x Anch x Prof): 190 x 94 x 44cmColor: Blanco,599.9,Hogar y Bazar,https://www.metro.pe/vitrina-m-design-benedikt-blanco/p,32,True
Comedor M+Design Lavi Beige 140x90x77cm 4 Sillas,No aplica para retiro en tienda. Sólo delivery.Material: MDFDimensiones: 140x90x77cm4 Sillas,649.9,Hogar y Bazar,https://www.metro.pe/comedor-m-design-lavi-beige-140x90x77cm-4-sillas-993749/p,27,True
Tetera Krea Acero 1.5L,Material: AceroCapacidad: 1.5 litrosTemperatura máxima 180ºC,32.19,Hogar y Bazar,https://www.metro.pe/tetera-krea-acero-15l-995123/p,39,True
Escritorio M+Design Basic Ceniza,No aplica para retiro en tienda. Sólo delivery.Material: MDF|MetalMedidas (Alt x Anch x Prof): 76 x 78.2 x 46cmColor: Ceniza,99.9,Hogar y Bazar,https://www.metro.pe/escritorio-m-design-basic-ceniza-2/p,26,True
Comedor M+Design Romance 2.0 4 Sillas Gris,Para 4 personasMaterial: MaderaDimensiones: 118x74x73cm,599.9,Hogar y Bazar,https://www.metro.pe/comedor-m-design-romance-2-0-4-sillas-gris-1009078/p,41,True
Pilas Alcalinas AA Pack 4 + 2 unid,Incluye 4 pilas Alcalinas + 2 de regaloTipo de pila: AACon Tecnología Duralock: Conservación de cargaDura hasta 10 veces más,22.9,Hogar y Bazar,https://www.metro.pe/pilas-alcalinas-aa-pack-4-2-unid/p,9,True
Caja Krea Organizador Color Piedra 34L,Tapa con seguroOrganizador de espaciosTapa con seguro,18.6,Hogar y Bazar,https://www.metro.pe/caja-krea-organizador-color-piedra-34l-1009826/p,24,True
Llanta Radial Goodyear Eagle Ventura 185/70R Aro 14'',Tamaño: 185/70RDiámetro: 343 mmÍndice de carga: 88*GoodYear ofrece un servicio post-venta gratuito dirigido al enllante y balanceo (no incluye pitones ni plomo). Consultar red de distribuidores autorizados a nivel nacional en la última imagen. Debe presentar su boleta o factura que acredite la compra en las cadenas de autoservicio.,212.0,Hogar y Bazar,https://www.metro.pe/llanta-radial-goodyear-eagle-ventura-185-70r-aro-14/p,9,True
Juego de Vajilla Krea 16 Piezas Cerámica Líneas Color,Durable y fácil cuidadoContenido: 16 piezasMaterial: Cerámica,49.99,Hogar y Bazar,https://www.metro.pe/juego-de-vajilla-krea-16-piezas-ceramica-lineas-color-1007094/p,14,True
Neumáticos Goodyear Direction Touring 185/70R14,Tamaño: 185/70R14Excelente frenado en mojadoBuen manejo en mojadoMayor kilometraje*GoodYear ofrece un servicio post-venta gratuito dirigido al enllante y balanceo (no incluye pitones ni plomo). Consultar red de distribuidores autorizados a nivel nacional en la última imagen. Debe presentar su boleta o factura que acredite la compra en las cadenas de autoservicio.,187.0,Hogar y Bazar,https://www.metro.pe/neumaticos-goodyear-direction-touring-185-70r14/p,27,True
Llanta Goodyear Direction Sport 205/55R16,Tamaño: 205/55R16Mejor agarre en mojadoMejor frenado en mojadoMejora en manejo y frenado en seco*GoodYear ofrece un servicio post-venta gratuito dirigido al enllante y balanceo (no incluye pitones ni plomo). Consultar red de distribuidores autorizados a nivel nacional en la última imagen. Debe presentar su boleta o factura que acredite la compra en las cadenas de autoservicio.,247.0,Hogar y Bazar,https://www.metro.pe/llanta-goodyear-direction-sport-205-55r16-990727/p,17,True
Tetera Krea Acero con Pito 3L,Material: AceroCapacidad: 3 litrosTemperatura máxima 180ºC,34.99,Hogar y Bazar,https://www.metro.pe/tetera-krea-acero-con-pito-3l-995126/p,18,True
Tetera Krea con Pito 2.5L,Material: AceroCapacidad: 2.5 litrosTemperatura máxima 180ºC,20.99,Hogar y Bazar,https://www.metro.pe/tetera-krea-con-pito-2-5l-995125/p,46,True
Botella Insulada Keep 1L,libre de bpaMantiene calorApto lavavajillas,31.92,Hogar y Bazar,https://www.metro.pe/botella-insulada-keep-1l-1025303/p,26,True
Jarro Krea Básico + 6 Vasos Decal,Uso utensilios de cocinaCapacidad: 1.3 LT | 220 mlMaterial: Vidrio,50.99,Hogar y Bazar,https://www.metro.pe/jarro-krea-basico-6-vasos-decal-983413/p,30,True
Caja Organizadora Transparente con Ruedas Krea 13L Surtido,Contiene 13 litrosCon ruedasOrganizador de espaciosTapa con seguroMedidas (Alt x Anch x Prof): 19.8 x 37.5 x 29.3 cm* Modelo al azar según stock. Incluye solo una unidad.,19.19,Hogar y Bazar,https://www.metro.pe/caja-organizadora-transparente-con-ruedas-krea-13l-surtido-1009824/p,14,True
Silla M+Design Antique 41x48x80cm Crudo,Confort y calidadSilla perfecta para tu hogarDimensiones: 41x48x80cm,99.9,Hogar y Bazar,https://www.metro.pe/silla-m-design-antique-41x48x80cm-crudo-1009126/p,22,True
Set 2 Sillas M+Design Beige,"No aplica para retiro en tienda. Sólo delivery.Color: Rustic/PerlaMaterial: MDP, Metal, FoamMedidas (AltxAnchxProf): 98x40x49 cm",129.9,Hogar y Bazar,https://www.metro.pe/set-2-sillas-m-design-beige-2/p,33,True
Mesa M+Design Arrimo Galpa 2.0 100x35x79cm Natural/Negro,Durabilidad y versátilPara cualquier espacio y estiloDimensiones: 100x35x79cm,219.9,Hogar y Bazar,https://www.metro.pe/mesa-m-design-arrimo-galpa-2-0-100x35x79cm-natural-negro-935646/p,46,True
Bar Anko M+Design 120x35x79cm,No aplica para retiro en tienda. Sólo delivery.Bar anko largoDimensiones: 120x35x79cmEsencial para tu hogar,279.9,Hogar y Bazar,https://www.metro.pe/bar-anko-m-design-120x35x79cm-1001910/p,24,True
Plato Desechable 26cm Darnel 20un,Cantidad: 20 unidadesElaborado con bagazo de cañaApto para microondasResistente a la grasa y humedadMedida (Diám): 26 cm,11.99,Hogar y Bazar,https://www.metro.pe/plato-desechable-26cm-darnel-20un941709/p,41,True
Juego de Cubiertos Krea Dorado 16 Piezas,Piezas 16 cubiertosMaterial: AceroDiseño dorado,90.99,Hogar y Bazar,https://www.metro.pe/juego-de-cubiertos-krea-dorado-16-piezas-2/p,26,True
Caja Organizadora Duraplast Navidad Transparente con Tapa Verde 28L,Cierre facilResistente multiusos diseño navideño28 litros,11.99,Hogar y Bazar,https://www.metro.pe/caja-organizadora-duraplast-navidad-transparente-con-tapa-verde-28l-1000452/p,36,True
Thermos Botella Deportiva Gris 950ml,ResistenteNo tóxicoModerno,26.59,Hogar y Bazar,https://www.metro.pe/thermos-botella-deportiva-gris-950ml-2/p,8,True
Mesa M+Design Arrimo Oregón Natural,No aplica para retiro en tienda. Sólo delivery.Material: MDFMedidas (Alt x Anch x Prof): 75 x 100 x 30cmColor: Natural,219.9,Hogar y Bazar,https://www.metro.pe/mesa-m-design-arrimo-oregon-natural-2/p,18,True
Pack 10 Contenedores Krea en Caja,Material: plásticoReutilizableColor: Idéntico a la imagen,30.99,Hogar y Bazar,https://www.metro.pe/pack-10-contenedores-krea-en-caja-2/p,37,True
Batería Krea 5 Piezas Antiadherente,"Material: 75% Aluminio, 15% Vidrio,  10% BaquelitaPeso: 2.4 kgRecubrimiento antiadherenteBase con distribución uniforme de calorTapa de vidrio templado y difusor de calorMango de baquelitaFácil limpiezaMedidas: Cacerola 16 cm/ Sartén 20 cm/ Olla 24 cmUnidades: 5",197.99,Hogar y Bazar,https://www.metro.pe/bateria-5pz-antiadherente-st/p,3,True
Mesa M+Design Centro Oak Natural,No aplica para retiro en tienda. Sólo delivery.Material: MDFMedidas (Alt x Anch x Prof): 80 x 40 x 80cmColor: Natural,99.9,Hogar y Bazar,https://www.metro.pe/mesa-m-design-centro-oak-natural/p,22,True
Caja Krea Plástica Promocional Surtido 6L,Capacidad: 6 litrosOrganizador de espaciosTapa con seguro,6.99,Hogar y Bazar,https://www.metro.pe/caja-krea-plastica-promocional-surtido-6l-1009819/p,15,True
Llanta 175/70R13 Kelly Edge Touring 2 Goodyear,Ahorro de combustible máximoOptima resistenciaTecnología avanzada,159.9,Hogar y Bazar,https://www.metro.pe/llanta-175-70r13-kelly-edge-touring-2-goodyear-1011604/p,36,True
Uthil Papel Aluminio 8Mt x 30Cm C/Sierra,Papel de aluminio ideal para envoltura y cocina8 metros de largo para uso frecuenteCon sierra para facilitar el corte,7.99,Hogar y Bazar,https://www.metro.pe/uthil-papel-aluminio-8mt-x-30cm-c-sierra-195090/p,31,True
Papel Film Caja 30 x 304 cm,Plástico autoadherente para alimentosMedidas (Alt x Anch): 30 x 304 cmCaja con sierra metálicaDe fácil uso<(li>,7.99,Hogar y Bazar,https://www.metro.pe/papel-film-caja-30-x-304-cm-2/p,31,True
Carro de Compra Kreas Diseño 3D,Asa doble anatómicaResiste 25 kgDimensiones: 95x36x27cm,18.99,Hogar y Bazar,https://www.metro.pe/carro-de-compra-kreas-diseno-3d-1000631/p,20,True
Caja Organizadora Krea Básica Blanca 60L,Capacidad: 60 litrosMaterial: PlasticoAlmacenamiento prácticoFácil de transportar,56.69,Hogar y Bazar,https://www.metro.pe/caja-organizadora-krea-b-sica-blanca-60l-982622/p,16,True
Contenedor Krea Hermético Vidrio Rectangular 650ml,Capacidad: 650 mlMaterial: Vidrio BorosilicatoApto para lavavajillas. Lavar con agua y detergente suave.,18.99,Hogar y Bazar,https://www.metro.pe/contenedor-krea-hermetico-vidrio-rectangular-650ml-2/p,38,True
Energizer Pila Alcalina Max AA Pack de 8 unid,"- Contenido de 8 unidades- Modelo: AA- Conserva su energía hasta 10 años- No contiene mercurio- Con tecnología Power Seal Technology-, ver más",20.59,Hogar y Bazar,https://www.metro.pe/energizer-pila-alcalina-max-aa-pack-de-8-unid/p,2,True
Set Contenedor Krea Herméticos Cuadrados 4un,Capacidad: 500 ml | 900 ml | 1.5 L | 2.5 LMaterial: Polipropileno | ColoranteContenido: 4 unidades,29.99,Hogar y Bazar,https://www.metro.pe/set-contenedor-krea-hermeticos-cuadrados-4un-2/p,48,True
Botella Krea Bandas 750ml,Diseñadas para ser reutilizableApto para refrigerarCapacidad: 750ml,6.99,Hogar y Bazar,https://www.metro.pe/botella-krea-bandas-750ml-1007001/p,47,True
Duracell Pilas Alcalinas AAA Paquete 4 + 2 unid,- Cantidad: 6 pilas alcalinas- Tipo de pila: AAA- Tecnología Duralock: Conservación de carga- Dura hasta 10 veces más- Separación de la carga- Compuesto de zinc altamente pirificado- Mantener fuera del alcance de los niños- ver más,22.9,Hogar y Bazar,https://www.metro.pe/duracell-pilas-alcalinas-aaa-paquete-4-2-unid/p,10,True
Vaso Descartable Tami 266 ml Translúcido Paquete 25 unid,Cantidad 25 unidadesCapacidad: 266 mlMayor rigidezDisponible con tapa,7.99,Hogar y Bazar,https://www.metro.pe/vaso-descartable-tami-266-ml-translucido-paquete-25-unid/p,9,True
Tetera Krea Color Assorted con Pito,Material: Acero inoxidableColor: Salvia OscuroCapacidad: 2.5 litrosMedidas (Long x Anch x Alt): 22 x 19.5 x 21 cmPeso: 0.53 kgApto para refrigerarApto para cocina a gas/ eléctrica/vitrocerámica,39.99,Hogar y Bazar,https://www.metro.pe/tetera-krea-color-assorted-con-pito-2/p,49,True
Tetera Krea Acero Color 1.5L,Material: AceroCapacidad: 1.5 litrosTemperatura máxima 180ºC,37.09,Hogar y Bazar,https://www.metro.pe/tetera-krea-acero-color-15l-996055/p,40,True
Plato Desechable 15.5cm Darnel 20un,Cantidad: 20 unidadesElaborado con bagazo de cañaApto para microondasResistente a la grasa y humedadMedida (Diám): 15.5 cm,3.92,Hogar y Bazar,https://www.metro.pe/plato-desechable-15-5cm-darnel-20un941707/p,30,True
Velas Krea T-Light 30un Blanca,Velas aromáticasMaravillosa forma de relajarseDecorativa,12.59,Hogar y Bazar,https://www.metro.pe/velas-krea-t-light-30un-blanca-814604/p,26,True
Tabla de Planchar Krea Básica,PlegablePorta placha retractil4 niveles de regulación,57.59,Hogar y Bazar,https://www.metro.pe/tabla-de-planchar-krea-basica-1009844/p,17,True
Tendedero Krea Alas 15m,Tamaño: 15mAlas PlegablesBase antideslizante,54.59,Hogar y Bazar,https://www.metro.pe/tendedero-krea-alas-15m-2/p,45,True
Individual Krea Moda,Con diseñoPráctico y fácil de limpiarMaterial: PVC,2.4,Hogar y Bazar,https://www.metro.pe/individual-krea-moda-1006487/p,23,True
Llanta 185/70R13 Kelly Edge Touring 2 Goodyear,Ahorro de combustible máximoOptima resistenciaTecnología avanzada,169.9,Hogar y Bazar,https://www.metro.pe/llanta-185-70r13-kelly-edge-touring-2-goodyear-1011603/p,11,True
Mesa M+Design con Bandeja Negro 2.0,No aplica para retiro en tienda. Sólo delivery.con BandejaMedidas (Alt x Anch x Prof): 62 x 56 x 35cmColor: Negro,69.9,Hogar y Bazar,https://www.metro.pe/mesa-m-design-con-bandeja-negro-2-0/p,40,True
Espejo Joyero de Pie Blanco,"JoyeroHermoso y versátilCon llaveMedida (Alt x Anch x Prof): 35,2 x 35 x 153 cmMaterial: 95% Mdf + 4% Espejo + 1% Terciopelo País de Origen: China",179.9,Hogar y Bazar,https://www.metro.pe/espejo-joyero-de-pie-blanco/p,24,True
Balanza Krea Digital 5K,Material: plástico | vidrioindicador máximo 5kgBatería AAA (no incluidas)Accesorio perfecto para tu hogar,17.99,Hogar y Bazar,https://www.metro.pe/balanza-krea-digital-5k/p,46,True
Dormitorio Forli Acqua 2 Plazas y Sofá Cama,No aplica para retiro en tienda. Sólo delivery.Resortes BonnelMaterial TricotDormitorio,669.0,Dormitorio,https://www.metro.pe/dormitorio-forli-acqua-2-plazas-y-sofa-cama-1018275/p,3,True
Krea Almohadas Gemelas 45 x 65 cm,- Cantidad de 2 almohadas- Tamaño: 45 x 65 cm- Funda de tela notex (no tejida)- Relleno 100% fibra hueca de poliéster tubular siliconizada- Hipoalergénica / Inodora,14.9,Dormitorio,https://www.metro.pe/krea-almohadas-gemelas-45-x-65-cm/p,42,True
Dormitorio Forli Acqua 1.5 Plazas + Sofá Cama,No aplica para retiro en tienda. Sólo delivery.Resortes BonnelMaterial TricotDormitorio,569.0,Dormitorio,https://www.metro.pe/dormitorio-forli-acqua-1-5-plazas-sofa-cama-1018276/p,5,True
Dormitorio Nappy Paraíso 2 Plazas + Sofá Cama,No aplica para retiro en tienda. Sólo delivery.Número de plazas: 2Tela jacquardResortes BonellEspuma Zebra D16,689.0,Dormitorio,https://www.metro.pe/dormitorio-nappy-paraiso-2-plazas-sofa-cama-1011482/p,42,True
Zapatero Gepetto M+Design Natural,"No aplica para retiro en tienda. Sólo delivery.Material: PB, PP, MDFMedidas (Alt x Anch x Prof): 117 x 60 x 24cmColor: Natural",0.0,Dormitorio,https://www.metro.pe/zapatero-gepetto-m-design-natural-2/p,49,True
Banqueta Zapatero M+Design Horizontal,"No aplica para retiro en tienda. Sólo delivery.Material: PB, PP, MDFMedidas (Alt x Anch x Prof): 60 x 30 x 49cmColor: Natural",149.9,Dormitorio,https://www.metro.pe/banqueta-zapatero-m-design-horizontal/p,11,True
